x,year,date,CHW,CHW.pre,CLE,CLE.pre,DET,DET.pre,KCR,KCR.pre,MIN,MIN.pre
20,2010,2010/6/1,20075,41.58036454,14441,34.33346806,23641,52.71596129,15139,37.63112105,39152,94.62032964
21,2010,2010/6/2,19516,40.42253521,18109,43.05413566,19446,43.3617268,12718,31.61322396,38962,94.16114844
22,2010,2010/6/3,20003,41.43123447,14758,35.08713535,17738,39.5531374,13621,33.85781755,39353,95.10609503
23,2010,2010/6/4,20713,42.9018227,15462,36.76089489,28169,62.81273692,21930,54.51155854,39087,94.46324134
24,2010,2010/6/5,30864,63.92709196,14022,33.33729583,33236,74.11140347,24383,60.60899826,39581,95.65711248
25,2010,2010/6/6,27577,57.11888981,20446,48.61035163,34501,76.93216786,22240,55.28212777,39659,95.84561844
26,2010,2010/6/8,20776,43.03231152,22041,52.40246309,31243,69.66730589,24862,61.799652,39873,96.36280149
27,2010,2010/6/9,21959,45.48260149,19484,46.32319726,24821,55.34718816,17675,43.93487447,38970,94.18048238
28,2010,2010/6/10,26004,53.86081193,32876,78.16266851,24767,55.22677608,38916,96.73378076,40323,97.45033593
29,2010,2010/6/22,28773,59.59610605,12882,30.62694658,33630,74.98996566,38457,95.59284116,39022,94.30615303
30,2010,2010/6/23,27561,57.08574979,14246,33.86985569,37438,83.48124693,32938,81.87422322,39428,95.28735077
31,2010,2010/6/24,31076,64.36619718,14339,34.09096312,40681,90.71266111,15056,37.42480736,40001,96.67214462
32,2010,2010/6/25,39364,81.53272577,11577,27.52430993,41417,92.35383312,19364,48.13323391,39772,96.11871043
33,2010,2010/6/26,39479,81.77091964,11401,27.10587005,32512,72.4969897,18335,45.57544121,39812,96.21538015
34,2010,2010/6/27,39682,82.1913836,12109,28.78913958,32430,72.31414173,37312,92.74670644,40814,98.63695684
35,2010,2010/7/5,38092,78.89809445,16859,40.08226148,24899,55.52111671,26634,66.20432513,40741,98.46053458
36,2010,2010/7/6,21889,45.33761392,18629,44.29043532,26432,58.93948178,18702,46.48769575,40681,98.31552999
37,2010,2010/7/7,21135,43.77589064,13940,33.14234089,22532,50.24305401,12968,32.23465076,40593,98.10285659
38,2010,2010/7/8,27734,57.44407622,22295,53.00634792,22837,50.92315926,18865,46.89286602,40671,98.29136256
39,2010,2010/7/9,25572,52.96603148,20090,47.76396186,42549,94.87802703,15285,37.9940343,40665,98.2768621
40,2010,2010/7/10,32339,66.98218724,20902,49.69449133,41461,92.45194666,19306,47.98906289,39266,94.89583837
41,2010,2010/7/26,38815,80.39560895,16904,40.18924895,39689,88.50064666,16749,41.63310962,40852,98.72879308
42,2010,2010/7/27,26080,54.01822701,17221,40.94291624,26626,59.37207332,15484,38.48869003,40328,97.46241964
43,2010,2010/7/28,25126,52.04225352,13410,31.88226623,27576,61.49043393,17220,42.8038777,40697,98.35419788
44,2010,2010/7/29,28483,58.99544325,27224,64.7250422,28704,64.00570842,21537,53.53467562,40427,97.70167722
45,2010,2010/7/31,35852,74.25849213,22965,54.59927249,34476,76.87642153,25055,62.27939349,40637,98.20919329
46,2010,2010/8/1,32118,66.52444076,25275,60.09129597,39391,87.83615038,14662,36.44543873,40336,97.48175359
47,2010,2010/8/10,30900,64.001657,27638,65.70932693,37093,82.71194755,23337,58.00894855,40853,98.73120982
48,2010,2010/8/12,33237,68.84217067,17427,41.43268111,38526,85.9073273,30680,76.2614964,40745,98.47020156
49,2010,2010/8/13,34834,72.14995857,13541,32.19371865,26141,58.29059448,34206,85.02609993,40799,98.60070569
50,2010,2010/8/14,36548,75.70008285,11155,26.52100521,31770,70.84243857,26012,64.65821526,40596,98.11010682
51,2010,2010/8/15,36287,75.15948633,14533,34.552198,34156,76.16286848,13258,32.95550584,40799,98.60070569
52,2010,2010/8/24,26263,54.39726595,26424,62.82304272,35106,78.2812291,12864,31.97613721,40374,97.57358983
53,2010,2010/8/25,23733,49.15700083,25980,61.76743301,38783,86.48039959,9732,24.19090231,40622,98.17294214
54,2010,2010/8/26,23898,49.49875725,14888,35.39621027,32037,71.43780939,18877,46.92269451,40830,98.67562473
55,2010,2010/8/27,38596,79.94200497,11751,27.93799482,23932,53.36484859,15881,39.47551578,40602,98.12460728
56,2010,2010/8/28,38811,80.38732394,10514,24.99702813,26114,58.23038844,10295,25.59035546,40714,98.39528252
57,2010,2010/8/29,39433,81.67564209,11826,28.11630727,28815,64.25322214,10811,26.87298036,40702,98.3662816
58,2010,2010/9/10,27009,55.94241922,17631,41.91769097,33936,75.67230076,17835,44.33258762,40723,98.41703321
59,2010,2010/9/11,26389,54.65824358,16372,38.9244193,38088,84.93065156,21483,53.40044743,40747,98.47503504
60,2010,2010/9/12,23756,49.2046396,19725,46.8961746,35104,78.27676939,19061,47.38006463,40966,99.0043018
61,2010,2010/9/14,29223,60.52816901,10663,25.35127553,30552,68.12647728,12852,31.94630872,40385,97.60017401
62,2010,2010/9/15,30063,62.26801988,12006,28.54425715,29043,64.76162868,11087,27.55903555,40186,97.11924211
63,2010,2010/9/16,27180,56.29660315,26207,62.30712537,31231,69.64054765,21168,52.61744966,39438,95.3115182
64,2010,2010/9/17,28563,59.16114333,24972,59.37091367,32924,73.41568925,18112,45.02112851,39551,95.58461018
65,2010,2010/9/18,27828,57.63877382,22988,54.65395497,24905,55.53449583,17803,44.25304499,40496,97.8684325
66,2010,2010/9/19,25417,52.64498757,15734,37.40757471,25995,57.9650359,19307,47.9915486,40516,97.91676736
67,2010,2010/9/27,19750,40.90720795,10183,24.21007584,29995,66.884449,18487,45.9532687,40228,97.22074532
68,2010,2010/9/28,16982,35.17398509,14000,33.28499085,28575,63.71805735,18340,45.58786975,38816,93.80830393
69,2010,2010/9/29,32084,66.45401823,16625,39.52592663,28139,62.74584132,21563,53.599304,39376,95.16168012
70,2010,2010/9/30,30854,63.90637945,25100,59.67523359,24170,53.89555367,23374,58.10091971,40681,98.31552999
71,2010,2010/10/1,23128,47.90389395,19746,46.94610209,24382,54.36828257,32484,80.74571216,40847,98.71670936
72,2010,2010/10/2,23702,49.09279205,18813,44.7278952,26178,58.37309905,20936,52.0407656,40088,96.88240128
73,2011,2011/4/7,38579,79.9067937,10161,24.15777086,24678,55.02831914,13360,33.20904797,39228,94.80400213
74,2011,2011/4/8,20199,41.83719967,12227,29.06968451,30083,67.08067609,8811,21.901566,39580,95.65469573
75,2011,2011/4/10,23436,48.54183927,38228,90.88704501,34129,76.10266244,13686,34.01938852,40139,97.00565518
76,2011,2011/4/11,20057,41.54308202,10594,25.18722807,32021,71.40213174,19424,48.28237634,39477,95.40577118
77,2011,2011/4/12,18020,37.32394366,16346,38.86260431,44799,99.8951969,12214,30.36042754,39937,96.51747305
78,2011,2011/4/13,16523,34.22328086,10714,25.472528,28984,64.63006734,10080,25.05592841,40235,97.23766253
79,2011,2011/4/15,20103,41.63835957,13017,30.94790899,18724,41.75177273,9279,23.06487696,40664,98.27444536
80,2011,2011/4/16,21250,44.01408451,9650,22.94286869,20609,45.95504616,31407,78.06860552,40714,98.39528252
81,2011,2011/4/17,23458,48.58740679,9722,23.11404864,23537,52.48405655,22099,54.93164305,39936,96.51505631
82,2011,2011/4/29,21816,45.18641259,9076,21.57818407,35227,78.55104134,18108,45.01118568,38484,93.00594519
83,2011,2011/4/30,26104,54.06793703,15568,37.01290982,17784,39.65571065,11986,29.7936863,38154,92.20841993
84,2011,2011/5/1,22029,45.62758906,14164,33.67490074,18027,40.197565,11130,27.66592095,36286,87.69394364
85,2011,2011/5/2,18007,37.2970174,16336,38.83882932,18153,40.47852651,29927,74.38975889,39459,95.36226981
86,2011,2011/5/3,20901,43.2912179,18107,43.04938066,21176,47.21937297,30690,76.28635347,39388,95.19068104
87,2011,2011/5/4,18028,37.34051367,33774,80.29766292,22852,50.95660706,25828,64.20084514,36714,88.72830973
88,2011,2011/5/16,23048,47.73819387,31622,75.18128433,23551,52.51527449,22435,55.76684067,38215,92.35584127
89,2011,2011/5/17,22437,46.47265949,40631,96.60017593,22569,50.32555858,12242,30.43002734,38949,94.12973077
90,2011,2011/5/18,18580,38.48384424,26833,63.79543996,30572,68.17107434,17712,44.02684564,38938,94.1031466
91,2011,2011/5/19,22077,45.72700911,19225,45.70742493,33641,75.01449405,12355,30.71091225,38809,93.79138673
92,2011,2011/5/20,24121,49.96064623,23752,56.47036447,37647,83.94728627,26816,66.65672384,39934,96.51022282
93,2011,2011/5/21,25519,52.85625518,26408,62.78500273,20444,45.58712037,28195,70.08451404,39301,94.98042438
94,2011,2011/5/22,25081,51.94904722,15336,36.46132997,21550,48.05333809,24406,60.66616953,37498,90.6230364
95,2011,2011/6/3,23095,47.83554267,27458,65.28137705,24133,53.8130491,14174,35.23241362,37691,91.08946783
96,2011,2011/6/4,31037,64.28541839,30130,71.6340553,24213,53.99143736,14584,36.25155357,38860,93.91464063
97,2011,2011/6/5,25149,52.08989229,20621,49.02641402,34046,75.91758462,32443,80.64379816,38976,94.19498284
98,2011,2011/6/6,23847,49.39312345,15278,36.32343501,39873,88.91093966,27861,69.25428784,39824,96.24438107
99,2011,2011/6/7,21337,44.19428335,15498,36.84648487,30198,67.33710922,21704,53.94978871,39867,96.34830103
100,2011,2011/6/8,21517,44.56710853,15849,37.68098714,22649,50.50394684,12194,30.3107134,38761,93.67538305
101,2011,2011/6/9,22170,45.91963546,38549,91.6502223,24363,54.32591535,16539,41.11111111,38907,94.02822756
102,2011,2011/6/11,24391,50.51988401,31865,75.75901667,22090,49.25745886,12152,30.2063137,40420,97.68476002
103,2011,2011/6/12,22144,45.86578293,30023,71.37966287,30511,68.03505329,13941,34.65324385,39281,94.93208952
104,2011,2011/6/20,36005,74.57539354,15224,36.19505005,38398,85.62190608,19305,47.98657718,37437,90.47561506
105,2011,2011/6/21,35155,72.81483016,15877,37.74755712,31572,70.40092762,14265,35.45861298,39484,95.42268839
106,2011,2011/6/22,35403,73.32850041,17568,41.76790851,30938,68.98720064,23610,58.68754661,39205,94.74841703
107,2011,2011/6/24,23856,49.41176471,40676,96.70716341,28128,62.72131294,32921,81.83196619,40225,97.21349509
108,2011,2011/6/25,23008,47.65534383,30100,71.56273032,26711,59.56161085,38744,96.30623913,40655,98.25269467
109,2011,2011/6/26,24057,49.82808616,31926,75.90404413,37437,83.47901708,28401,70.59656972,39487,95.42993861
110,2011,2011/7/4,31077,64.36826843,25835,61.42269561,37335,83.25157205,16355,40.65374099,39755,96.07762579
111,2011,2011/7/5,20695,42.86454018,27661,65.76400941,43163,96.24715694,34563,85.91349739,39655,95.83595147
112,2011,2011/7/6,27233,56.40637945,21148,50.27935617,41036,91.50425902,25941,64.48173005,40812,98.63212335
113,2011,2011/7/7,26395,54.67067109,27477,65.32654954,25181,56.14993533,18373,45.66989809,41378,100
114,2011,2011/7/8,27737,57.45028998,20252,48.14911676,28480,63.50622129,17190,42.72930649,41195,99.55773599
115,2011,2011/7/9,30055,62.25144988,19384,46.08544733,26338,58.72987557,20126,50.02734278,39528,95.52902509
116,2011,2011/7/10,30042,62.22452361,19430,46.1948123,31861,71.04535522,13831,34.37981606,38613,93.31770506
117,2011,2011/7/25,37110,76.86412593,21546,51.22560091,35583,79.34486911,27824,69.16231668,39841,96.28546571
118,2011,2011/7/26,28093,58.18765534,35390,84.13970186,38983,86.92637024,27643,68.71240368,39584,95.6643627
119,2011,2011/7/27,26978,55.87821044,31436,74.73906945,31904,71.14123891,23735,58.99826,39177,94.68074822
120,2011,2011/7/29,27513,56.98632974,21101,50.1676137,43593,97.20599385,17116,42.54536416,41295,99.79941031
121,2011,2011/7/30,33919,70.25476388,25317,60.19115095,40984,91.38830665,14187,35.26472782,38786,93.73580163
122,2011,2011/7/31,28278,58.57083679,23258,55.29587979,37049,82.61383401,12161,30.22868506,38473,92.97936101
123,2011,2011/8/1,24142,50.0041425,30988,73.67394974,31980,71.31070776,28565,71.0042257,39167,94.65658079
124,2011,2011/8/2,21661,44.86536868,31364,74.56788949,33489,74.67555635,25818,64.17598807,40149,97.02982261
125,2011,2011/8/3,23873,49.44697597,30619,72.79665248,40551,90.42278018,20132,50.04225702,40691,98.33969742
126,2011,2011/8/4,28088,58.17729909,21582,51.31119089,36878,82.2325291,24879,61.84190902,40764,98.51611968
127,2011,2011/8/12,23130,47.90803645,22805,54.21887259,29067,64.81514516,22258,55.32687049,40789,98.57653826
128,2011,2011/8/13,24854,51.47887324,16037,38.12795701,33596,74.91415065,22435,55.76684067,41364,99.9661656
129,2011,2011/8/14,25517,52.85211268,41337,98.27869047,40497,90.3023681,20547,51.0738255,41030,99.15897337
130,2011,2011/8/16,24695,51.14954432,35370,84.09215187,36211,80.74521696,21262,52.85110614,39353,95.10609503
131,2011,2011/8/17,25029,51.84134217,27908,66.35125175,40589,90.50751461,28588,71.06139697,40080,96.86306733
132,2011,2011/8/18,27079,56.08740679,18201,43.2728656,34835,77.67693886,25723,63.93984589,39974,96.60689255
133,2011,2011/8/19,28308,58.63297432,20372,48.43441668,44222,98.60857156,27251,67.73800646,40491,97.85634878
134,2011,2011/8/20,30021,62.18102734,15202,36.14274506,44629,99.51612184,27126,67.42729306,41126,99.39098071
135,2011,2011/8/21,25033,51.84962717,14192,33.74147072,43388,96.74887392,34015,84.55132985,41254,99.70032384
136,2011,2011/8/29,24120,49.95857498,39824,94.68153396,32423,72.29853276,25253,62.77156351,41242,99.67132293
137,2011,2011/8/30,21632,44.8053024,27544,65.48584199,34866,77.74606431,19076,47.41735024,38986,94.21915027
138,2011,2011/8/31,20346,42.14167357,16783,39.90157153,33572,74.86063417,17737,44.08898832,38786,93.73580163
139,2011,2011/9/8,22063,45.6980116,15354,36.50412496,39084,87.15158543,24918,61.9388516,37778,91.29972449
140,2011,2011/9/9,26711,55.32518641,19582,46.5561922,42352,94.43874593,31264,77.71314939,38406,92.81743922
141,2011,2011/9/10,26719,55.34175642,28603,68.0036138,40635,90.61008786,29480,73.27864778,38918,94.05481174
142,2011,2011/9/11,22319,46.22825186,12400,29.48099189,42671,95.15006913,28776,71.52870992,40179,97.10232491
143,2011,2011/9/12,22750,47.12096106,21487,51.08532845,35996,80.26579851,40230,100,39130,94.56716129
144,2011,2011/9/13,25015,51.81234466,36807,87.50861844,38567,85.99875128,21182,52.65224957,39849,96.30479965
145,2011,2011/9/23,21744,45.03728252,26197,62.28335037,36972,82.44213531,14039,34.89684315,40252,97.27874716
146,2011,2011/9/24,26249,54.36826843,30748,73.1033499,27847,62.09472417,13851,34.4295302,38359,92.70385229
147,2011,2011/9/25,22018,45.6048053,22539,53.58645776,38623,86.12362307,14083,35.00621427,37942,91.69607038
148,2011,2011/9/26,21320,44.15907208,9072,21.56867407,44846,100,23065,57.33283619,38805,93.78171975
149,2011,2011/9/27,23934,49.57332229,9137,21.72321153,41051,91.53770682,26891,66.84315188,37012,89.4484992
150,2011,2011/9/28,20524,42.51035626,10552,25.0873731,29886,66.641395,13267,32.97787721,35995,86.99067137
151,2012,2012/4/13,38676,80.10770505,9229,21.94194147,31132,69.41979218,24153,60.03728561,36263,87.63835855
152,2012,2012/4/15,25143,52.07746479,12597,29.94935926,31645,70.56370691,20434,50.79294059,37466,90.54570061
153,2012,2012/4/17,11267,23.33678542,11316,26.9037826,28180,62.83726531,19502,48.4762615,34847,84.21625018
154,2012,2012/4/18,13818,28.62054681,15421,36.66341742,30029,66.96026401,20524,51.01665424,34228,82.72028614
155,2012,2012/4/19,11836,24.51532726,16147,38.38948194,35001,78.0470945,18339,45.58538404,36488,88.18212577
156,2012,2012/4/26,20266,41.97597349,21307,50.65737857,41427,92.37613165,17949,44.61595824,31413,75.91715404
157,2012,2012/4/27,20414,42.28251864,18171,43.20154062,36255,80.84333051,31076,77.24583644,31782,76.80893228
158,2012,2012/4/28,20057,41.54308202,11304,26.87525261,30073,67.05837756,33694,83.75341785,31400,75.88573638
159,2012,2012/4/29,22811,47.24730737,11285,26.83008012,28527,63.61102439,27469,68.27989063,35854,86.64991058
160,2012,2012/5/1,15212,31.50787075,12092,28.74872209,31451,70.13111537,29527,73.39547601,32351,78.18405916
161,2012,2012/5/2,15192,31.46644573,12894,30.65547657,30159,67.25014494,26276,65.31444196,33651,81.32582532
162,2012,2012/5/3,17314,35.86164043,29378,69.84617579,33187,74.00214066,21111,52.47576435,32254,77.94963507
163,2012,2012/5/11,19129,39.62096106,29799,70.84710302,33615,74.95651786,16531,41.09122545,34201,82.65503408
164,2012,2012/5/12,20066,41.56172328,23668,56.27065453,42404,94.5546983,23934,59.49291573,31382,75.842235
165,2012,2012/5/13,22636,46.88483844,15049,35.77898766,33955,75.71466797,18386,45.70221228,31915,77.13035913
166,2012,2012/5/14,23538,48.75310688,22000,52.30498562,37840,84.37764795,24258,60.29828486,31438,75.97757262
167,2012,2012/5/15,21473,44.47597349,23622,56.16128956,41661,92.89791732,17885,44.45687298,33387,80.68780511
168,2012,2012/5/22,20026,41.47887324,25377,60.33380091,42953,95.77888775,21869,54.3599304,36889,89.15123979
169,2012,2012/5/23,20064,41.55758078,14253,33.88649818,39971,89.12946528,37902,94.21327368,32313,78.09222292
170,2012,2012/5/26,27151,56.23653687,17112,40.68376881,44593,99.43584712,37240,92.56773552,35732,86.35506791
171,2012,2012/5/27,22182,45.94449047,19904,47.32174699,42419,94.5881461,29063,72.24210788,37688,91.0822176
172,2012,2012/6/1,19168,39.70173985,25469,60.55253085,33258,74.16046024,20200,50.21128511,37360,90.28952583
173,2012,2012/6/2,26200,54.26677713,21238,50.49333111,31350,69.90590019,25982,64.58364405,38710,93.55212915
174,2012,2012/6/3,23062,47.76719138,31920,75.88977913,40851,91.09173616,19228,47.79517773,31781,76.80651554
175,2012,2012/6/5,23107,47.86039768,30408,72.29500012,41878,93.38179548,32744,81.39199602,35103,84.83493644
176,2012,2012/6/6,25672,53.17315659,27388,65.11495209,41800,93.20786692,24998,62.13770818,38014,91.87007589
177,2012,2012/6/7,25743,53.32021541,19948,47.42635696,40619,90.5744102,25714,63.91747452,39309,94.99975833
178,2012,2012/6/8,22452,46.50372825,17213,40.92389625,36733,81.90920037,16697,41.50385285,37526,90.69070521
179,2012,2012/6/9,22880,47.3902237,23544,55.97584461,38871,86.67662668,17312,43.03256276,32622,78.83899657
180,2012,2012/6/10,20398,42.24937862,21616,51.39202587,37406,83.40989163,16706,41.52622421,32581,78.7399101
181,2012,2012/6/19,30282,62.72162386,29292,69.64171085,41023,91.47527093,25719,63.92990306,32205,77.83121466
182,2012,2012/6/20,32311,66.92419221,20979,49.87755878,33350,74.36560674,26747,66.48521004,37295,90.13243753
183,2012,2012/6/22,22798,47.22038111,26577,63.18680012,39144,87.28537662,23252,57.79766344,37698,91.10638504
184,2012,2012/6/23,30337,62.83554267,28734,68.31506621,39392,87.83838023,18569,46.15709669,39206,94.75083378
185,2012,2012/6/24,26545,54.98135874,20658,49.11438149,36693,81.82000624,17033,42.33905046,35659,86.17864566
186,2012,2012/7/3,30183,62.51657001,19163,45.56001997,36806,82.07197966,26889,66.83818046,35102,84.8325197
187,2012,2012/7/4,30271,62.6988401,33954,80.7256128,33950,75.70351871,28724,71.39945314,36539,88.30537967
188,2012,2012/7/5,21288,44.09279205,36247,86.1772188,37915,84.54488695,22007,54.70295799,33359,80.6201363
189,2012,2012/7/6,27129,56.19096935,28049,66.68647916,40311,89.88761539,16107,40.03728561,37629,90.93962975
190,2012,2012/7/7,25399,52.60770505,18264,43.42264806,44572,99.3890202,15591,38.7546607,37694,91.09671806
191,2012,2012/7/8,27190,56.31731566,23637,56.19695205,42888,95.63394729,14345,35.65746955,37819,91.39881096
192,2012,2012/7/23,37788,78.26843413,24029,57.12893179,41281,92.05057307,22169,55.10564256,33230,80.30837643
193,2012,2012/7/24,34715,71.9034797,34579,82.21154989,41502,92.54337065,23858,59.30400199,39084,94.45599111
194,2012,2012/7/25,32261,66.82062966,18775,44.63755022,42744,95.31284841,22401,55.68232662,36853,89.06423703
195,2012,2012/8/3,32060,66.4043082,14813,35.21789782,41381,92.2735584,13601,33.80810341,32445,78.41123302
196,2012,2012/8/4,28571,59.17771334,18805,44.70887521,39760,88.65896624,13024,32.37385036,33195,80.22379042
197,2012,2012/8/5,30202,62.55592378,19639,46.69170966,41879,93.38402533,12997,32.30673627,37676,91.05321669
198,2012,2012/8/6,30097,62.33844242,27246,64.77734719,40940,91.29019311,23189,57.64106388,37820,91.40122771
199,2012,2012/8/7,27194,56.32560066,27894,66.31796676,41620,92.80649333,35992,89.46557296,39166,94.65416405
200,2012,2012/8/8,25151,52.0940348,27488,65.35270203,42132,93.94817821,22207,55.20009943,34720,83.9093238
201,2012,2012/8/10,25041,51.86619718,27986,66.5366967,40511,90.33358605,12462,30.97688292,35018,84.62951327
202,2012,2012/8/11,26686,55.27340514,34374,81.72416253,39499,88.07697454,13354,33.19413373,36424,88.0274542
203,2012,2012/8/12,25106,52.0008285,26166,62.20964789,37225,83.00628819,15332,38.11086254,34823,84.15824834
204,2012,2012/8/20,27561,57.08574979,13018,30.95028649,39910,88.99344423,27586,68.57071837,38108,92.09724975
205,2012,2012/8/21,24247,50.22162386,13413,31.88939873,39356,87.75810552,23027,57.23837932,39512,95.49035719
206,2012,2012/8/22,26319,54.51325601,14412,34.26452058,41970,93.58694198,24979,62.09047974,35327,85.37628692
207,2012,2012/8/24,25058,51.90140845,14500,34.47374052,40074,89.35914017,14420,35.84389759,34366,83.0537967
208,2012,2012/8/25,27562,57.08782104,16700,39.70423908,36721,81.88244214,15120,37.58389262,37544,90.73420658
209,2012,2012/8/26,23146,47.94117647,17218,40.93578374,40059,89.32569237,14710,36.56475267,37118,89.70467398
210,2012,2012/9/4,15698,32.51449876,19474,46.29942227,42192,94.08196941,22805,56.68655232,31883,77.05302335
211,2012,2012/9/5,17336,35.90720795,17185,40.85732626,35418,78.97694332,24304,60.41262739,29854,72.1494514
212,2012,2012/9/7,26660,55.21955261,22849,54.32348256,27729,61.83160148,15312,38.0611484,29281,70.76465755
213,2012,2012/9/8,26227,54.32270091,17233,40.97144623,28881,64.40039245,14283,35.5033557,32578,78.73265987
214,2012,2012/9/9,19356,40.09113505,13519,32.14141366,31243,69.66730589,30383,75.52324136,30111,72.7705544
215,2012,2012/9/10,30287,62.73198012,12331,29.31694444,29734,66.3024573,40073,99.60974397,33698,81.43941225
216,2012,2012/9/11,26504,54.89643745,14850,35.30586529,34635,77.2309682,11697,29.07531693,30219,73.03156267
217,2012,2012/9/12,30667,63.51905551,17109,40.67663631,40586,90.50082505,10069,25.02858563,27526,66.52327324
218,2012,2012/9/17,29130,60.33554267,18099,43.03036067,39839,88.83512465,13049,32.43599304,28993,70.06863551
219,2012,2012/9/24,20206,41.85169843,14756,35.08238035,40438,90.17080676,21960,54.58612975,28139,68.00473682
220,2012,2012/9/25,13797,28.57705054,10015,23.81065595,31521,70.2872051,29057,72.22719364,28669,69.28561071
221,2012,2012/9/26,20166,41.76884838,18093,43.01609567,29048,64.77277795,19224,47.7852349,30729,74.2641017
222,2012,2012/9/27,18630,38.58740679,41567,98.82551532,32360,72.158052,22001,54.68804375,36308,87.74711199
223,2012,2012/9/28,25264,52.32808616,11864,28.20665224,33019,73.62752531,14255,35.4337559,31722,76.66392769
224,2012,2012/9/29,26559,55.01035626,11422,27.15579753,39829,88.81282612,12738,31.66293811,33720,81.4925806
225,2012,2012/9/30,26831,55.57373654,11682,27.77394736,28979,64.61891808,11514,28.62043251,33346,80.58871864
226,2013,2013/4/7,18708,38.74896437,9143,21.73747652,29631,66.07278241,19957,49.60725826,33251,80.35912804
227,2013,2013/4/20,22417,46.43123447,10282,24.44544828,28781,64.17740713,16462,40.91971166,30315,73.26357001
228,2013,2013/4/21,19587,40.56959403,12936,30.75533154,30347,67.66935736,15576,38.71737509,32839,79.36342984
229,2013,2013/4/22,14950,30.96520298,10841,25.77447041,30321,67.61138117,24521,60.95202585,32554,78.67465803
230,2013,2013/4/24,16765,34.72452361,12730,30.26556668,35161,78.40387103,30910,76.83320905,23735,57.36139978
231,2013,2013/4/25,15056,31.18475559,20200,48.02548679,42881,95.61833831,29515,73.36564753,23535,56.87805114
232,2013,2013/4/26,20008,41.44159072,17830,42.39081334,33469,74.63095928,18784,46.69152374,23299,56.30769974
233,2013,2013/4/27,25270,52.34051367,14015,33.32065334,29878,66.62355617,32148,79.91051454,23300,56.31011649
234,2013,2013/4/28,22677,46.96975973,9514,22.61952878,31748,70.7933818,24475,60.83768332,25716,62.14896805
235,2013,2013/5/11,28774,59.5981773,9474,22.52442881,36028,80.33715382,34746,86.3683818,25459,61.52786505
236,2013,2013/5/12,22088,45.74979287,11125,26.44968023,37547,83.72430094,27833,69.18468804,27404,66.22843057
237,2013,2013/5/20,21816,45.18641259,12477,29.66405934,41438,92.40066004,20134,50.04722844,37503,90.63512011
238,2013,2013/5/21,21984,45.53438277,25051,59.55873612,35260,78.6246265,12407,30.84016903,35751,86.40098603
239,2013,2013/5/22,21298,44.11350456,34282,81.50543259,31161,69.48445792,14942,37.14143674,31360,75.78906665
240,2013,2013/5/25,23705,49.0990058,17574,41.78217351,34542,77.02359185,24808,61.66542381,34320,82.94262652
241,2013,2013/5/26,25464,52.74233637,19744,46.94134709,40315,89.89653481,28055,69.73651504,25605,61.88070956
242,2013,2013/5/27,30631,63.44449047,19390,46.09971232,32804,73.14810685,20723,51.51130997,32023,77.39136739
243,2013,2013/6/6,21156,43.81938691,17374,41.30667364,42394,94.53239977,17653,43.88018891,35613,86.06747547
244,2013,2013/6/7,22861,47.35086993,16562,39.37614417,41416,92.35160326,16493,40.99676858,30210,73.00981198
